	date	start_time	title	url	description
169	2014-07-18	2014-07-18 20:00:00	Flume at Terminal 5 on 7/18	425473494256379	flume flume tbp im who flume fri july where ave
170	2016-02-24	2016-02-24 19:00:00	NYU Violet 100 Concert feat. Future	892608877523576	nyu violet concert feat future nyu violet concert feat future
171	2013-11-07	2013-11-07 19:00:00	James Blake at Terminal 5	201089043348353	james blake james blake last time james blake landed in nyc he turned into chapel complete with angelic voice soulshaking subbass come join u for revival buy tbp im 12mcgip who james blake thursday november 7th 7pm 8pm where st ave tbp im 13ma3q6 tbp im 12mcgip
172	2012-09-14	2012-09-14 20:00:00	Circa Survive at Terminal 5	834886499880114	circa survive circa survive
173	2016-12-28	2016-12-28 19:00:00	Kurt Vile and the Violators	281744015544514	kurt vile violator kurt vile violator wood new york city wednesday december 7pm 8pm sale friday sep 12pm et
174	2017-09-29	2017-09-29 19:00:00	Manchester Orchestra live in New York City, NY - Sep 29	479477622396906	manchester orchestra live in new york city ny sep manchester orchestra tiger friday september 00pm go sale thursday june 12pm
175	2015-04-09	2015-04-09 19:00:00	Bleachers at Terminal 5 on 4/9 (SOLD OUT)	1530309723907763	bleacher sold out bleacher bit ly who bleacher night thu april where st new york ny
176	2017-11-02	2017-11-02 19:00:00	Elbow	1821191201527653	elbow elbow thursday november 00pm
177	2014-05-08	2014-05-08 19:00:00	The 1975 at Terminal 5	714183908626792	bit ly who thu may where ave
178	2012-03-07	2012-03-07 19:00:00	The Kooks @ Terminal 5	908065505901834	kook kook perform live wednesday march 7th sale fri noon for visit wwwterminal5nyccom
179	2015-06-12	2015-06-12 19:00:00	Paul Weller at TERMINAL 5 on 6/12	988293254533407	paul weller paul weller bit ly who paul weller fri june where st new york ny
180	2014-12-12	2014-12-12 20:00:00	Flosstradamus at Terminal 5 12/12	648992525198686	flosstradamus flosstradamus gta curtis williams two9 bit ly who flosstradamus fri december where st new york ny
181	2014-05-22	2014-05-22 19:00:00	Manchester Orchestra at Terminal 5	1586763188216266	manchester orchestra manchester orchestra kevin band tbp im tbp im who manchester orchestra thu may where st
182	2015-01-08	2015-01-08 19:00:00	Future Islands at Terminal 5 on 1/8	378617518981246	future island future island operator wing dam bit ly who future island thur january where st new york ny
183	2016-08-23	2016-08-23 19:00:00	UB40 feat. Ali Campbell, Astro & Mickey	485505018307961	ub40 feat ali campbell astro mickey ub40 feat ali campbell astro mickey
184	2013-10-31	2013-10-31 20:00:00	Holy Ghost! at Terminal 5	646200738744217	holy ghost holy ghost live midnight eli tbp im tbp im who holy ghost thu october where st ave
185	2013-07-17	2013-07-17 20:00:00	OMD at Terminal 5	504004243085742	omd omd with diamond ring advance day grab your now to couple see you there guy
186	2016-10-15	2016-10-15 20:00:00	M83 live at Terminal 5, New York NY	1437341722949985	m83 live new york ny m83 new album junk is out now m83 it buyjunkfa available now m83 it newyorkoct1415fa
187	2015-06-03	2015-06-03 19:00:00	Purity Ring at Terminal 5 on 6/3	706492432803138	purity ring purity ring braid born gold bit ly who purity ring braid born gold wed june where st new york ny
188	2014-07-29	2014-07-29 19:00:00	The Kooks at Terminal 5	1475495159351154	kook kook tbp im who kook tue july where ave
189	2012-06-17	2012-06-17 20:00:00	fun. at Terminal 5	629678800467621	fun ticketf ly fun
190	2012-08-02	2012-08-02 20:00:00	The xx at Terminal 5	977559068922064	xx xx
191	2016-11-14	2016-11-14 18:30:00	Troye Sivan - Suburbia Tour  SOLD OUT	183661635362598	troye sivan suburbia tour sold out with dua lipa jess kent
192	2014-05-31	2014-05-31 20:00:00	A-Trak at Terminal 5	303724349785580	atrak atrak tbp im tbp im who atrak sat may where st ave
193	2012-06-01	2012-06-01 20:00:00	tUne-YaRdS @ Terminal 5	708689479253576	tuneyards tuneyards delicate steve live friday june 1st sale now for visit wwwterminal5nyccom delicate steve positive force installation delicate steve second album positive force is out july to celebrate delicate steve ha devised playbutton device in throughout manhattan each one positive force track musical installation is up now through june if you do to them bring your own which you can into playbutton device to device wwwterminal5nyccom wwwterminal5nyccom
194	2017-09-19	2017-09-19 19:00:00	The War on Drugs	811588682345819	war drug war drug craig finn uptown controller tuesday september 00pm
195	2012-10-07	2012-10-07 20:00:00	Flying Lotus at Terminal 5	872508482816405	flying lotus ticketf ly flying lotus support for flying lotus will be thundercat
196	2012-07-20	2012-07-20 20:00:00	Hot Chip at Terminal 5	877328808980012	hot chip hot chip
197	2016-03-23	2016-03-23 19:00:00	MUTEMATH at Terminal 5 [TONIGHT]	906410636078780	mutemath tonight mutemath limited available smarturl it nyc sold out
198	2015-04-30	2015-04-30 19:00:00	Lord Huron at Terminal 5 on 4/30	346967855504028	lord huron lord huron hamilton leithauser bit ly who lord huron hamilton leithauser thu april where st new york ny
199	2015-04-25	2015-04-25 19:00:00	Kodaline at Terminal 5 on 4/25	583108005155654	kodaline kodaline bit ly who kodaline sat april where st new york ny
200	2012-03-10	2012-03-10 19:00:00	They Might Be Giants @ Terminal 5	810291869065847	they might be giant they might be giant march this is 00pm 00pm advance day sale fri noon visit this link for wwwterminal5nyccom
201	2013-05-02	2013-05-02 20:00:00	Clutch at Terminal 5	840611199310132	clutch ticketf ly clutch world tour with sword are still available for purchase advance hope to see you guy there
202	2012-03-24	2012-03-24 20:00:00	HARD NYC w/ Knife Party @ Terminal 5	858466550884561	hard nyc knife party hard nyc knife party jack beat live kill bit sat march 24th sale fri noon this is for visit wwwterminal5nyccom
203	2015-01-23	2015-01-23 20:00:00	Sylvan Esso at Terminal 5	1465923046988605	sylvan esso sylvan esso bit ly who sylvan esso fri january where ave
204	2013-01-31	2013-01-31 20:00:00	The Vaccines at Terminal 5	964774803557391	vaccine ticketf ly vaccine are sale friday october 5th noon
205	2014-12-06	2014-12-06 19:00:00	Lucius at Terminal 5 on 12/06	259362624187393	lucius lucius bit ly bit ly who lucius sat december where st ave
206	2017-01-28	2017-01-28 19:00:00	American Football	286373255070213	american football american football arc mother sat this is
207	2013-02-08	2013-02-08 21:00:00	Timeflies at Terminal 5	659911954153102	timeflies timeflies friday february 9pm st eleventh avenue are sale friday november 16th noon advance day
208	2014-05-03	2014-05-03 22:00:00	CHVRCHES at Terminal 5 on 5/03	777552715588781	chvrches chvrches range tbp im who chvrches sat may where
209	2012-04-24	2012-04-24 19:00:00	Miike Snow (3 shows) @ Terminal 5	936238143095855	miike snow 2nd 3rd added by overwhelming demand miike snow prison live tuesday april 24th wednesday april 25th thursday april 26th sale noon april 24th 25th sold out for for april 24th visit wwwterminal5nyccom for april 25th wwwterminal5nyccom for april 26th wwwterminal5nyccom wwwterminal5nyccomwwwterminal5nyccom
210	2015-06-06	2015-06-06 19:30:00	Capital Inicial at Terminal 5 on 6/6	736043536512063	capital inicial capital inicial this is over governmentissued id required tbp im who capital inicial sat june where st new york ny
211	2017-10-12	2017-10-12 20:00:00	Mura Masa	123454624942733	mura masa mura masa joey thursday october 00pm tix sale friday noon
212	2013-11-09	2013-11-09 19:00:00	Kate Nash at Terminal 5	144864195716405	kate nash kate nash la with combination bright vocal we but dance along to kate nash we think feel same way come see her live tbp im 1cvb23m tbp im tbp im 1cvb23m who kate nash saturday november 7pm 8pm where st
213	2017-05-12	2017-05-12 18:30:00	DEAN	115174799056128	dean group dean fri may new york ny this is early bird meet greet 00pm for meet greet only general admission day general admission
214	2012-03-25	2012-03-25 19:00:00	Gotye @ Terminal 5	929897600396306	gotye gotye live sunday march 25th sold out for visit wwwterminal5nyccom
215	2015-05-21	2015-05-21 19:00:00	TV On The Radio at Terminal 5 on 5/21	1586910568245454	tv radio tv radio who tv radio thu may where st new york ny
216	2011-06-23	2011-06-23 19:30:00	Dinosaur Jr. @ Terminal 5	930207540345584	dinosaur jr dinosaur jr performing bug in it entirety henry interview dinosaur jr live special guest up off advance day wwwbowerypresentscom 30pm 30pm always a loud a it wa to music dinosaur jr wa far than this in flaming in spring band original trio lineup like in year there have been version dinosaur jr several which made use but them bassist but now original is back together performing their album bug in it entirety com
217	2014-11-23	2014-11-23 18:00:00	Vixx at Terminal 5 11/23	1496563380602190	vixx vixx bit ly bit ly who vixx sun november where st ave
218	2014-12-31	2014-12-31 20:30:00	Erasure at Terminal 5 on 12/31	509833275783457	erasure erasure this is bit ly bit ly who erasure wed december where st ave
219	2013-11-29	2013-11-29 19:00:00	Halestorm at Terminal 5	143531985841575	halestorm halestorm over to hell for night heavy riff rock roll your now tbp im 130xtxr tbp im tbp im 130xtxr who halestorm friday november 29th 7pm 8pm where st 11th avenue
220	2014-09-12	2014-09-12 20:00:00	Trampled By Turtles at Terminal 5	717633281605453	trampled by turtle trampled by turtle for this is bit ly bit ly who trampled by turtle fri september where st ave
221	2016-12-17	2016-12-17 18:30:00	SOLD OUT - ZEDS DEAD at Terminal 5 12/17	322636648125791	sold out zed dead zed dead hunter
222	2016-10-18	2016-10-18 19:00:00	Catfish and the Bottlemen	1710949119171222	with flint
223	2013-09-25	2013-09-25 00:00:00	Local Natives at Terminal 5 on 9/25	258253984299468	local native local native 7pm 8pm this is available here tbp im
224	2015-10-28	2015-10-28 19:00:00	Gary Clark Jr. - The Story of Sonny Boy Slim Tour	920261774717953	gary clark jr story sonny boy slim tour gary clark jr story sonny boy slim tour
225	2014-09-24	2014-09-24 19:00:00	Lily Allen at Terminal 5 on 9/24	318778144914220	lily allen lily allen bit ly who lily allen wed september where ave
226	2013-10-17	2013-10-17 19:00:00	The Neighbourhood at Terminal 5	224379404393501	neighbourhood neighbourhood ghost tbp im tbp im who neighbourhood thursday october 17th 7pm 8pm where st ave
227	2017-03-25	2017-03-25 19:00:00	The Knocks	555904754605110	knock knock sat march new york ny advance day this is sale thu et
228	2016-02-11	2016-02-11 20:00:00	The Devil Makes Three	1481033415539567	devil make three devil make three
229	2016-09-28	2016-09-28 19:00:00	Glass Animals w/ DRAM	1072517892833477	glass animal glass animal special guest
230	2013-01-29	2013-01-29 20:00:00	Cat Power at Terminal 5	693697987406423	cat power ticketf ly cat power sale dec noon
231	2011-12-10	2011-12-10 19:00:00	HARD X Mouth Taped Shut NY ft. Bloody Beetroots (DJ Set) & James Murphy ...	822141391154658	hard ny ft bloody beetroot dj set james murphy your for bloody beetroot dj set here ticketf ly
232	2017-10-24	2017-10-24 19:00:00	Lana Del Rey - Night two	258090988018462	lana del rey night two lana del rey tuesday october 00pm go sale saturday augsut 10am
233	2014-12-19	2014-12-19 21:00:00	RL Grime at Terminal 5	1446597115614204	rl grime rl grime this is bit ly bit ly who rl grime fri december where st ave
234	2013-05-05	2013-05-05 21:00:00	Flying Lotus at Terminal 5	127464650767592	flying lotus ticketf ly red bull music academy present flying lotus with ultrasta thundercat band are still available advance day ready for
235	2012-10-06	2012-10-06 20:00:00	Jovanotti at Terminal 5	678177118954693	jovanotti ticketf ly jovanotti
236	2014-07-17	2014-07-17 20:00:00	Flume at Terminal 5 on 7/17	293751290787894	flume flume tbp im tbp im who flume thu july where ave
237	2014-05-16	2014-05-16 20:00:00	Chromeo at Terminal 5 on 5/16	373013552841104	chromeo chromeo oliver tbp im who chromeo fri may where st
238	2016-09-21	2016-09-21 19:00:00	St. Lucia	840859089352403	st lucia with is ok
239	2017-02-26	2017-02-26 19:00:00	Run The Jewels: Run The World Tour	673686676130253	run jewel run world tour sold out run jewel with very special guest gaslamp killer nick hook gangsta boo cuz sunday february 26th west street new york ny wwwrunthejewelscomwwwrunthejewelscomtwitter runjewels
240	2013-09-12	2013-09-12 19:00:00	Savages at Terminal 5	172225889616017	savage savage revival band savage to sound musically for stage designed with to provide range emotion with live set that ha been described a powerful dont miss your chance to experience their performance tbp im 19diu7h tbp im tbp im 19diu7h who savage thursday september 12th 7pm 8pm where st ave
241	2016-09-27	2016-09-27 19:00:00	Jake Bugg	266872996992693	jake bugg jake bugg
242	2015-01-02	2015-01-02 20:00:00	Gogol Bordello at Terminal 5 on 1/2	1494799514138320	gogol bordello gogol bordello ana tijoux man man bit ly 1s0tzz0 who gogol bordello fri january where st new york ny
243	2012-09-28	2012-09-28 20:00:00	Timeflies at Terminal 5	1043068392389423	timeflies timeflies
244	2014-08-05	2014-08-05 18:30:00	The Offspring, Bad Religion, Pennywise and The Vandals at Terminal 5 on 8/5	1444138119166247	offspring bad religion pennywise vandal punk rock summer national featuring offspring bad religion pennywise vandal tbp im who offspring bad religon pennywise vandal tue august where st
245	2012-03-16	2012-03-16 20:00:00	Justice @ Terminal 5	590466984390026	justice justice come live to friday march 16th saturday march 17th sale fri noon for for march 16th visit wwwterminal5nyccom for march 17th visit wwwterminal5nyccom
246	2013-05-04	2013-05-04 20:00:00	Black Rebel Motorcycle Club at Terminal 5	287852981384949	black rebel motorcycle club ticketf ly black rebel motorcycle club with special guest bass drum death 7pm 8pm advance are still available so grab them while you can
247	2016-03-03	2016-03-03 19:00:00	Adam Lambert	1523247244671524	adam lambert adam lambert
248	2014-11-12	2014-11-12 19:00:00	Fitz & The Tantrums at Terminal 5	833676089977810	fitz tantrum fitz tantrum big this is bit ly bit ly who fitz tantrum wed november where st ave
249	2013-12-31	2013-12-31 20:00:00	Gogol Bordello  at Terminal 5	453720531406566	gogol bordello gogo bordello man man tbp im tbp im who gogo bordello tue december where st ave
250	2016-06-16	2016-06-16 19:00:00	Matt Corby	248918712110264	matt corby matt corby
251	2017-05-05	2017-05-05 19:00:00	Sold out / Coheed and Cambria Neverender GaibsIV	1423531604358502	sold out coheed cambria neverender gaibsiv coheed cambria hunter friday may 00pm sale friday jan 10am
252	2012-11-23	2012-11-23 20:00:00	Taking Back Sunday performing Tell All Your Friends in its entirety at T...	649987798465752	taking back sunday performing tell your friend in it entirety ticketf ly taking back sunday performing tell your friend in it entirety
253	2014-05-15	2014-05-15 18:30:00	Mastodon at Terminal 5	269379079898875	mastodon mastodon gojira tbp im who mastodon thu may where st ave
254	2013-07-25	2013-07-25 02:00:00	Father John Misty at Terminal 5	603790246298860	father john misty ticketf ly father john misty with special guest wild nothing sale now
255	2014-01-18	2014-01-18 19:00:00	Disclosure at Terminal 5	258384030984897	disclosure disclosure vic mensa samo sound boy tbp im sold out who disclosure sat january where st ave
256	2017-04-28	2017-04-28 19:00:00	Bonobo	207908569646798	bonobo bonobo fri april new york ny sale fri est
257	2012-03-03	2012-03-03 18:00:00	Pat Green @ Terminal 5	939093366111596	pat green 4th annual salute to texas independence day featuring pat green special guest eli young band randy rogers band josh abbott band live saturday march 3rd sale fri noon advance day for visit wwwterminal5nyccom any patron wearing an article clothing with logo from texas college it will receive one complimentary drink must be
258	2014-10-25	2014-10-25 20:00:00	Slowdive at Terminal 5	1651635398394258	slowdive slowdive band bit ly who slowdive sat oct where st ave
259	2014-04-19	2014-04-19 19:00:00	Pat Green at Terminal 5	1416463411938254	pat green pat green tbp im sale fri edt who pat green sat april where st ave
260	2011-10-26	2011-10-26 19:00:00	Friendly Fires @ T5	1013799731983809	friendly fire t5 friendly fire play live london wednesday oct 26th general admission day for visit wwwterminal5nyccom
261	2012-01-14	2012-01-14 19:00:00	Girls @ Terminal 5	842804502423552	girl girl real estate live january 7pm 8pm sale fri noon wwwterminal5nyccom
262	2017-02-25	2017-02-25 19:00:00	Run The Jewels	342855126076217	run jewel run jewel run world tour very special guest gaslamp killer gangsta boo nick hook cuz sat february new york ny sale fri edt
263	2016-06-21	2016-06-21 19:30:00	Fitz & The Tantrums - Get Right Back Summer Tour	921167531336000	fitz tantrum right back summer tour fitz tantrum right back summer tour
264	2014-10-27	2014-10-27 20:00:00	SBTRKT at Terminal 5 on 10/27	496509303819498	sbtrkt sbtrkt bit ly bit ly who sbtrkt mon october where st new york ny
265	2012-04-13	2012-04-13 19:00:00	Snow Patrol (2 shows) @ Terminal 5	873140356092298	snow patrol snow patrol special guest ed sheeran live friday april 13th 2nd added due to overwhelming demand saturday april 14th ed sheeran april 13th is now sold out for april sale now for april 13th visit wwwterminal5nyccom for april 14th wwwterminal5nyccom
266	2017-05-09	2017-05-09 19:00:00	Empire of The Sun	255539531540484	empire sun empire sun second added by overwhelming demand tue may sale friday noon
267	2017-04-27	2017-04-27 19:00:00	Bonobo Live: Terminal 5 #2 - New York, NY *SOLD OUT*	1089860201125974	bonobo live new york ny sold out bonobo is back tour in with live band with support from romare sale now com tour wwwterminal5nyccom purchase stream new album migration bonobo lnk to migration watch video for no reason feat nick murphy bonobo lnk to noreason youtube watch video for kerala bonobo lnk to kerala youtube watch video for break apart feat rhye bonobo lnk to breakapart youtube
268	2017-10-07	2017-10-07 20:00:00	Craig David Presents TS5 New York	1343432219106062	craig david present ts5 new york craig david present ts5 alex english saturday october 00pm
269	2012-08-09	2012-08-09 20:00:00	Bloc Party at Terminal 5	936133713075506	bloc party ticketf ly bloc party
270	2012-10-17	2012-10-17 20:00:00	Fiona Apple at Terminal 5	822517197836148	fiona apple ticketf ly fiona apple
271	2015-12-31	2015-12-31 21:00:00	Gogol Bordello	558837300935597	gogol bordello gogol bordello
272	2016-09-09	2016-09-09 19:00:00	The Specials	215505255472377	special special
273	2013-09-23	2013-09-23 02:00:00	CHVRCHES w/ XXYYXX at Terminal 5	544574192274606	chvrches xxyyxx ticketf ly r82ysl chvrches
274	2015-11-27	2015-11-27 00:00:00	Paul van Dyk @ Terminal 5, New York City	422212864634085	paul new york city nov new york city special guest 7pm start 8pm bit ly resident
275	2017-03-22	2017-03-22 17:00:00	At Drive In - New York, NY Terminal 5	1392927104072480	drive in new york ny nan
276	2016-03-17	2016-03-17 18:00:00	Megadeth	1532565967064848	megadeth megadeth
277	2014-10-24	2014-10-24 18:00:00	Boyce Avenue	630707233676061	boyce avenue boyce avenue tbp im who boyce avenue fri october where st
278	2016-02-05	2016-02-05 20:00:00	Cherub	150837431938370	cherub cherub
279	2017-10-23	2017-10-23 19:00:00	Lana Del Rey - Night one	277129202766841	lana del rey night one lana del rey monday october 00pm go sale saturday augsut 10am
280	2016-06-17	2016-06-17 19:00:00	At the Drive In	1027651590635788	drive in drive in
281	2012-03-31	2012-03-31 21:30:00	TEST event	629521583816150	
282	2017-09-22	2017-09-22 20:00:00	The Killers	1921225851475909	killer killer friday september 00pm sale friday september 10am new album wonderful wonderful available september
283	2014-10-07	2014-10-07 19:00:00	The Airborne Toxic Event at Terminal 5	530916213686480	airborne toxic airborne toxic tbp im who airborne toxic tue october where st
284	2015-08-04	2015-08-04 19:00:00	Brandon Flowers at Terminal 5 on 8/4	1447060085587392	brandon flower brandon flower tbp im who brandon flower tue august where st new york ny
285	2014-12-21	2014-12-21 19:00:00	Tyler, the Creator at Terminal 5 on 12/21	513252345477942	tyler creator tyler creator musician bit ly bit ly who tyler creator sun december where st new york ny
286	2014-09-20	2014-09-20 00:00:00	STROMAE at Terminal 5 on 9/20	1465964553644863	stromae stromae bit ly who stromae sat september where ave
287	2013-12-14	2013-12-14 19:00:00	Trombone Shorty & Orleans Avenue at Terminal 5	621709657891741	trombone shorty orleans avenue trombone shorty orleans avenue lee dynamite feat charles walker tbp im tbp im who trombone shorty orleans avenue sat december where st ave
288	2016-10-23	2016-10-23 19:00:00	Gojira - The Magma Tour	1725328701057470	gojira tour with
289	2017-10-17	2017-10-17 19:00:00	Ministry + Death Grips	1638290562847932	ministry death grip ministry death grip tuesday october 00pm sale friday july 10am
290	2016-09-29	2016-09-29 19:00:00	Glass Animals w/ Pumarosa	605030959662233	glass animal pumarosa glass animal with special guest pumarosa
291	2016-11-12	2016-11-12 20:00:00	STS9	569769413195937	sts9 sts9 go sale friday noon
292	2013-02-09	2013-02-09 21:00:00	Timeflies at Terminal 5 2nd Show Added!	623952351038659	timeflies 2nd added timeflies 2nd added by overwhelming demand saturday february 9pm friday february 8th sold out st eleventh avenue are sale friday november 30th noon advance day
293	2012-07-25	2012-07-25 20:00:00	Wilco at Terminal 5	819271481492688	wilco ticketf ly wilco
294	2016-11-16	2016-11-16 19:00:00	The Pretty Reckless	1327826487235360	pretty reckless pretty reckless
295	2013-10-05	2013-10-05 03:00:00	Zeds Dead at Terminal 5	483896821675682	zed dead ticketf ly zed dead with special guest diamond green sale now you buy
296	2016-05-11	2016-05-11 20:00:00	ZHU	898986393533626	zhu zhu
297	2017-10-25	2017-10-25 18:00:00	MisterWives	1304580916329596	misterwives misterwives tour smallpools vinyl wed october new york ny advance day sale fri am edt this is
298	2011-11-18	2011-11-18 19:00:00	The Airborne Toxic Event @ Terminal 5	960246890674888	airborne toxic airborne toxic live friday november sold out advance day for visit wwwterminal5nyccom
299	2014-06-18	2014-06-18 19:00:00	Lindsey Stirling at Terminal 5	510053632451300	lindsey stirling lindsey stirling tbp im tbp im who lindsey stirling wed june where st ave
300	2012-10-26	2012-10-26 21:00:00	The Weeknd at Terminal 5	1097815620234301	weeknd ticketf ly weeknd
301	2015-03-20	2015-03-20 19:00:00	Cold War Kids at Terminal 5 on 3/20 (SOLD OUT)	805559462823060	cold war kid sold out cold war kid bit ly who cold war kid fri march where st new york ny
302	2016-05-14	2016-05-14 17:30:00	Ring of Honor Wrestling	770765613059486	ring honor wrestling ring honor wrestling
303	2014-10-15	2014-10-15 20:00:00	Flying Lotus at Terminal 5	360332704121964	flying lotus flying lotus thundercat this is bit ly bit ly who flying lotus october where st ave
304	2014-11-24	2014-11-24 20:00:00	Interpol and Hundred Waters at Terminal 5 on 11/24	245763428945775	interpol hundred water interpol hundred water bit ly who interpol hundred water nov where st ave
305	2013-03-22	2013-03-22 20:00:00	Garbage at Terminal 5	676540435806556	garbage ticketf ly garbage
306	2015-03-24	2015-03-24 19:00:00	Action Bronson at Terminal 5 on 3/24 (SOLD OUT)	1533499796924623	action bronson sold out action bronson bit ly who action bronson tue march where st new york ny
307	2012-02-17	2012-02-17 20:00:00	Sleigh Bells @ Terminal 5	840876832652163	sleigh bell sleigh bell live friday february 17th sale fri noon for visit wwwterminal5nyccom
308	2016-10-20	2016-10-20 19:00:00	The Head and the Heart  SOLD OUT	1727375900836706	head heart sold out head heart
309	2016-10-17	2016-10-17 19:00:00	Die Antwoord  SOLD OUT	1298310100198692	die antwoord sold out da time kid usa tour
310	2012-10-22	2012-10-22 19:30:00	Alanis Morissette at Terminal 5	835644576514347	alanis morissette alanis morissette
311	2012-10-14	2012-10-14 20:00:00	Silversun Pickups at Terminal 5	747803498671367	silversun pickup silversun pickup
312	2017-03-27	2017-03-27 19:00:00	Richard Ashcroft	1807961412801555	richard ashcroft richard ashcroft performing song from these people his album mon march new york ny advance day this is
313	2014-01-17	2014-01-17 19:00:00	Disclosure at Terminal 5	234111900097253	disclosure disclosure vic mensa samo sound boy tbp im sold out who disclosure fri january where st ave
314	2015-03-30	2015-03-30 20:00:00	Axwell  Ingrosso at Terminal 5 on 3/30 (SOLD OUT)	1620136658198204	axwell ingrosso sold out axwell ingrosso this is over governmentissued id required tbp im who axwell ingrosso mon march where st new york ny
315	2011-11-04	2011-11-04 19:00:00	Chromeo @ Terminal 5	1088030537878414	chromeo chromeo mayer hawthorne county breakbot come live to friday november 4th advance day sold out for visit wwwterminal5nyccom saturday november 5th wwwterminal5nyccom
316	2015-12-05	2015-12-05 20:00:00	Thomas Jack	497142783821412	thomas jack thomas jack
317	2014-11-28	2014-11-28 20:00:00	Death From Above 1979 at Terminal 5	680811105331820	death from above death from above bit ly who death from above fri november where st ave
318	2014-10-01	2014-10-01 20:00:00	Tycho at Terminal 5	1498239540409484	tycho tycho bit ly bit ly who tycho wed october where ave
319	2013-05-08	2013-05-08 20:00:00	The Presets, Dragonette at Terminal 5	475171502551877	presets dragonette ticketf ly presets dragonette with are start are sale now advance day see you there for this epic
320	2014-12-30	2014-12-30 19:00:00	Erasure at Terminal 5 on 12/30	1393083677583244	erasure erasure this is bit ly bit ly who erasure tue december where st ave
321	2012-05-04	2012-05-04 19:00:00	The Cranberries @ Terminal 5	865508750187155	cranberry cranberry off their tour with performance friday may 4th sale fri noon for visit wwwterminal5nyccom
322	2016-08-02	2016-08-02 20:00:00	The Last Shadow Puppets	978781415554016	last shadow puppet last shadow puppet
323	2014-03-27	2014-03-27 18:30:00	GROUPLOVE at Terminal 5 on 3/27	445582292236997	grouplove grouplove m mr smallpools tbp im tbp im who grouplove thu march where ave
324	2017-08-21	2017-08-21 19:00:00	Midnight Oil	1308028025919447	midnight oil midnight oil monday august 00pm go sale friday 10am
325	2017-03-04	2017-03-04 18:00:00	9th Annual Salute to Texas Independence Day at Terminal 5	1158428477604326	9th annual salute to texas independence day 9th annual salute to texas independence day randy rogers band casey donahew band stoney larue clark green friend sat march new york ny advance day this is
326	2013-10-26	2013-10-26 19:00:00	The Black Crowes at Terminal 5	575436699172707	black crowes black crowes boy alabama tbp im tbp im who black crowes saturday october 26th 7pm 8pm where st ave
327	2011-10-08	2011-10-08 20:00:00	Ladytron	852776704816360	ladytron ladytron is coming to october 5th is opening band 7pm 8pm advance day what in studio a result that freedom they in doing so ha by ladytron with from ed record with fresh wave soul vocal style already provide both a musician to song like runaway im not while there are their old favorite party
328	2013-10-01	2013-10-01 19:00:00	The Flaming Lips and Tame Impala at Terminal 5	1396497740580412	flaming lip tame impala flaming lip tame impala ghost tiger sold out tbp im who flaming lip tame impala tuesday october 1st 7pm 8pm where st ave
329	2017-06-09	2017-06-09 19:00:00	Rodrigo y Gabriela	1404200129643472	rodrigo gabriela wfuv public radio present rodrigo gabriela tenth anniversary tour june 00pm sale friday march 10am et
330	2016-09-14	2016-09-14 19:00:00	Lush	1690101227889510	with
331	2014-06-21	2014-06-21 19:00:00	Little Dragon at Terminal 5 on 6/21	878815735466837	little dragon little dragon lawrence rothman tbp im tbp im who little dragon sat june where st ave
332	2017-09-30	2017-09-30 20:00:00	Adventure Club - New York, NY - Sept 30	1938681969710318	adventure club new york ny sept adventure club new york ny september 8pm sale august 4th
333	2016-12-02	2016-12-02 20:00:00	Turkuaz & The New Mastersounds at Terminal 5	272866313081809	turkuaz new mastersounds december turkuaz new mastersounds bit ly advance do 00pm to their massive tour new mastersounds turkuaz will be releasing split featuring both band performing song from other artist while also in collaboration limited edition vinyl is now available for via both band fan club ticketing vinyl will also be exclusively available band fall tour two track were recorded over two day studio in where member both group up before playing high music festival made for exciting result with each band fresh take each other song
334	2015-12-12	2015-12-12 20:00:00	A-Trak	918109001598685	atrak atrak
335	2012-12-08	2012-12-08 20:00:00	Trombone Shorty & Orleans Avenue at Terminal 5	841237232591361	trombone shorty orleans avenue trombone shorty orleans avenue saturday december 8th are sale friday september 28th noon advance day can be purchased online wwwticketmastercomby calling mercury lounge box office houston st between ludlow essex sts mondaysaturday noon to or music hall williamsburg box office 6th st between kent wythe saturday am to time are subject to change price subject to service fee
336	2016-05-12	2016-05-12 21:00:00	ZHU - Neon City Tour: Terminal 5 - New York, New York [SOLD OUT]	235808830094292	zhu neon city tour new york new york sold out in an ever social artist zhu is unique voice name for himself without having it from success his collaborative project genesis series featuring atrak bone to his song zhu ha announced his north american debut neon city tour zhu will be debuting his live with production experience neon city official video in morning smarturl it stream genesis series smarturl it download genesis series smarturl it stream working for it smarturl it download working for it smarturl it official video working for it smarturl it new new york date added may bit ly
337	2013-02-02	2013-02-02 20:00:00	The Lumineers at Terminal 5 2nd Show	632971480169655	lumineers 2nd ticketf ly lumineers friday saturday february 8pm st eleventh avenue are sale friday december 7th noon advance day
338	2012-11-30	2012-11-30 20:00:00	The Gaslight Anthem at Terminal 5	624486154319850	gaslight anthem gaslight anthem
339	2016-02-10	2016-02-10 19:00:00	Kid Cudi	1640448326196634	kid cudi kid cudi
340	2011-12-07	2011-12-07 19:00:00	City and Colour	843643195710881	city colour city colour hacienda live wednesday december sale now advance day for visit wwwterminal5nyccom
341	2014-11-15	2014-11-15 19:00:00	Lake Street Dive at Terminal 5 on11/15	763157200415306	lake street dive nan
342	2016-10-21	2016-10-21 19:00:00	The Head and the Heart at Terminal 5	508871485977654	head heart 2nd added by overwhelming demand head heart with fri october
